ability_id,local_language_id,short_effect,effect
121,6,Ändert []{pokemon:arceus} Typ und Form entsprechend der Tafel die es hält.,"Wenn []{pokemon:arceus} eine Tayp-Tafel hält, ändert sich sein Typ und seine Form entsprechend der Tafel.

[]{pokemon:arceus} getragenes Item, egal ob es sich um eine Tafel handelt oder nicht, kann nicht durch []{move:covet} oder []{move:thief} gestohlen, oder mit []{move:knock-off} entfernt werden, noch kann es durch []{move:switcheroo} oder []{move:trick} getauscht werden. []{move:covet}, []{move:thief} and []{move:knock-off} richten trotzdem Schaden an. Anders als []{ability:sticky-hold} kann []{pokemon:arceus} []{move:fling}, []{move:switcheroo} und []{move:trick} nicht benutzen um das Item zu verlieren, noch eines durch []{move:switcheroo} oder []{move:trick} bekommen, wenn es keines trägt.

Die Fähigkeit hat keinen Effekt für Pokémon außer []{pokemon:arceus}. Die Fähigkeit kann nicht durch []{move:skill-swap} getauscht, mit []{move:role-play} bzw. []{ability:trace} kopiert, mit []{move:gastro-acid} deaktiviert oder mit []{move:worry-seed} geändert werden. Das Pokémon kann []{move:skill-swap} oder []{move:role-play} einsetzen um die Fähigkeit zu verlieren. []{ability:mold-breaker} kann diese Fähigkeit nicht ignorieren.

Wenn sich ein Pokémon in ein []{pokemon:arceus} mit dieser Fähigkeit [verwandelt]{move:transform}, wird es sich in []{pokemon:arceus} []{type:normal}form verwandeln. Wenn das sich verwandelnde Pokémon eine Tafel trägt, wird sich die Fähigkeit aktivieren und es in den entsprechenden Typ wandeln."
121,9,Changes []{pokemon:arceus}'s type and form to match its held Plate.,"If this Pokémon is holding an elemental Plate, its type and form change to match the Plate.

This Pokémon's held item, whether or not it is a Plate, cannot be taken by []{move:covet} or []{move:thief}, nor removed by []{move:knock-off}, nor traded by []{move:switcheroo} or []{move:trick}.  Covet, Thief, and Knock Off still inflict damage against this Pokémon.  Unlike with []{ability:sticky-hold}, this Pokémon cannot use []{move:fling}, Switcheroo, or Trick to lose its item itself, nor gain an item through Switcheroo or Trick if it does not have one.

This ability has no effect for any Pokémon other than []{pokemon:arceus}.  This ability cannot be traded with []{move:skill-swap}, nor copied with []{move:role-play} or []{ability:trace}, nor disabled with []{move:gastro-acid}, nor changed with []{move:worry-seed}.  This Pokémon cannot use Skill Swap or Role Play to lose its ability itself.  []{ability:mold-breaker} cannot ignore this ability.

If a Pokémon [Transforms]{move:transform} into an Arceus with this ability, it will Transform into Arceus's default, []{type:normal}-type form.  If the Transforming Pokémon is holding a Plate, this ability will then activate and change the Pokémon into the corresponding form."
122,5,"Augmente l'Attaque et la Défense Spéciale des Pokémon alliés à 1,5× pendant un fort ensoleillement.","Les Pokémon amicaux ont leurs Attaque et Défense Spéciale multipliées par 1,5 en plein soleil si un Pokémon ami possède ce talent.

Contrairement à Météo, Multi-Type et Mode Transe, ce talent n'est pas lié au changement de forme du Pokémon ; Ceriflor changera de forme même s'il perd ce talent. Ainsi, ce talent fonctionne également s'il est acquis par un Pokémon autre que Ceriflor."
122,6,Erhöht []{mechanic:attack} und []{mechanic:special-defense} von Partnern um 50% während [starkem Sonnenlicht]{mechanic:strong-sunlight}.,"[]{mechanic:attack} und []{mechanic:special-defense} von Teampartnern sind während [starkem Sonnenlicht]{mechanic:strong-sunlight} 1,5× so hoch wie normal, wenn sich ein Pokémon mit dieser Fähigkeit im Kampf befindet.

Ansers als []{ability:forecast}, []{ability:multitype} und []{ability:zen-mode} ist die Form des Pokémon nicht an diese Fähigkeit gebunden. []{pokemon:cherrim} kann seine Formen wechseln auch wenn es die Fähigkeit veloren hat. Die Fähigkeit wirkt auch auf anderen Pokémon, wenn sie von diesen erlangt wurde."
122,9,Increases friendly Pokémon's [Attack]{mechanic:attack} and [Special Defense]{mechanic:special-defense} to 1.5× during [strong sunlight]{mechanic:strong-sunlight}.,"Friendly Pokémon have 1.5× their [Attack]{mechanic:attack} and [Special Defense]{mechanic:special-defense} during [strong sunlight]{mechanic:strong-sunlight} if any friendly Pokémon has this ability.

Unlike []{ability:forecast}, []{ability:multitype}, and []{ability:zen-mode}, this ability is not tied to its Pokémon's form change; []{pokemon:cherrim} will switch between its forms even if it loses this ability.  As such, this ability also works if obtained by a Pokémon other than Cherrim."
123,5,Inflige des dégâts aux adversaires endormis équivalents à 1/8 de leur PV max après chaque tour.,Les Pokémon adverses perdent 1/8 de leurs PV max à la fin de chaque tour pendant qu'ils sont endormis.
123,6,Fügt [schlafenden]{mechanic:sleep} Gegnern jede Runde 1/8 ihrer max []{mechanic:hp} Schaden zu.,"Gegner erleiden am Ende jeder Runde 1/8 ihrer maximalen []{mechanic:hp} Schaden, wenn sie [schlafen]{mechanic:asleep}."
123,9,Damages [sleeping]{mechanic:sleep} opponents for 1/8 their max [HP]{mechanic:hp} after each turn.,Opposing Pokémon take 1/8 of their maximum [HP]{mechanic:hp} in damage after each turn while they are [asleep]{mechanic:asleep}.
124,5,Vole les objets tenus par les Pokémon attaquants au contact.,"À chaque fois qu'une capacité entre en contact avec ce Pokémon, si celui-ci ne tient pas d'objet, il vole l'objet tenu par l'attaquant.

Ce Pokémon ne peut pas voler d'objet s'il est mis hors-combat. Il peut voler même si l'attaquant utilise Clonage, mais ne peut pas voler si c'est son propre Clonage qui est touché. Si une capacité frappe plusieurs fois, seul le dernier coup déclenche ce talent. Si ce Pokémon est sauvage, il ne peut pas voler d'objet à un Pokémon dressé."
124,6,Stiehlt angreifenden Pokémon bei Kontakt das Item.,"Wenn ein Pokémon mit dieser Fähigkeit von einer Attacke getroffen wird die Kontakt herstellt, wird das vom Angreifer getragene Item auf das getroffene Pokémon übertragen, wenn dieses noch keins hält.

Das Pokémon stiehlt nicht, wenn es besiegt wird. Es kann auch stehlen, wenn der Angreifer einen []{move:substitute} hat, aber nicht wenn der eigene getroffen wird. Wenn eine Attacke mehrmals trifft, löst nur der letzte Treffer die Fähigkeit aus. Wenn das Pokémon ein wildes ist, kann es kein Item stehlen."
124,9,Steals attacking Pokémon's held items on contact.,"Whenever a move makes contact with this Pokémon, if it does not have a held item, it steals the attacker's held item.

This Pokémon cannot steal upon being knocked out.  It can steal if the attacker has a []{move:substitute}, but cannot steal when its own Substitute is hit.  If a move hits multiple times, only the last hit triggers this ability.  If this Pokémon is wild, it cannot steal from a trained Pokémon."
125,5,"Renforce les attaques avec des effets supplémentaires à 1,3× de leur puissance, mais empêche leurs effets supplémentaires.","Les capacités de ce Pokémon ayant des effets supplémentaires voient leur puissance augmentée de 30 %, mais perdent leurs effets supplémentaires.

Une chance d'effet est la probabilité qu'une capacité inflige un changement de statut, provoque une modification de statistiques, ou fasse flancher la cible en plus de l'effet principal de la capacité. Par exemple, la paralysie de cage-Éclair n'est pas considérée comme un effet supplémentaire, mais celle de choc électrique l'est, tout comme le retrait d'objet de sabotage ou le taux de critique augmenté de tranch'air ne le sont pas.

Les capacités qui réduisent les statistiques de l'utilisateur ne sont pas affectées."
125,6,"Verstärkt Attacken mit Zusatzeffekt um 30%, verhindert aber den Zusatzeffekt.","Attacken von Pokémon mit dieser Fähigkeit die Zusatzeffekte haben, haben 1,3× so viel Basisstärke wie normal, dafür aber keinen Zusatzeffekt.

Ein Zusatzeffekt ist die Chance einer Attacke, als ""Effektchance"" bezeichnet, eine []{mechanic:status-ailment} oder eine []{mechanic:stat-modifier} hervorzurufen oder das Ziel [zurückschrecken]{mechanic:flinching} zu lassen, zusätzlich zum Haupteffekt einer Attacke. Zum Beispiel ist die []{mechanic:paralysis} die []{move:thunder-shock} verursachen kann ein Zusatzeffekt, im Gegensatz zu []{move:thunder-wave}, genauso wie das Entfernen des Items durch []{move:knock-off} und die erhöhte [kritische Trefferchance]{mechanic:critial-hit} durch []{move:air-cutter}.

Attacken die einen Statuswert des Anwenders senken sind nicht betroffen."
125,9,"Strengthens moves with extra effects to 1.3× their power, but prevents their extra effects.","This Pokémon's moves with extra effects have 1.3× their power, but lose their extra effects.

An effect chance is a move's chance to inflict a status ailment, cause a stat change, or make the target flinch in addition to the move's main effect. For example, []{move:thunder-shock}'s paralysis is an extra effect, but []{move:thunder-wave}'s is not, nor are []{move:knock-off}'s item removal and []{move:air-cutter}'s increased [critical hit]{mechanic:critical-hit} rate.

Moves that lower the user's stats are unaffected."
126,5,Inverse les changements de statistiques.,"Chaque fois que les statistiques de ce Pokémon devraient être augmentées, elles sont à la place réduites de la même quantité, et inversement."
126,6,Invertiert [Statuswertänderungen]{mechanic:stat-modifier}.,"Wenn ein Statuswert eines Pokémons mit dieser Fähigkeit [erhöht]{mechanic:stat-modifier} werden würde, wird er stattdessen um die selbe Anzahl Stufen [gesenkt]{mechanic:stat-modifier}"
126,9,Inverts [stat changes]{mechanic:stat-modifiers}.,"Whenever this Pokémon's stats would be [raised]{mechanic:stat-modifiers}, they are instead lowered by the same amount, and vice versa."
127,5,Empêche les Pokémon adverses de consommer les Baies tenues.,"Les Pokémon adverses ne peuvent pas consommer de Baies tenues tant que ce Pokémon est sur le champ de bataille.

Cependant, les Pokémon affectés peuvent toujours utiliser Morsure ou Bec Vrille pour manger la Baie de leur cible."
127,6,Hindert Gegner daran Beeren zu essen.,"Wenn ein Pokémon mit dieser Fähigkeit im Kampf ist, können Gegner keine getragenen Beeren essen.

Betroffene Pokémon können trotzdem []{move:bug-bite} bzw. []{move:pluck} einsetzen um die Beere des Ziels zu essen."
127,9,Prevents opposing Pokémon from eating held Berries.,"Opposing Pokémon cannot eat held Berries while this Pokémon is in battle.

Affected Pokémon can still use []{move:bug-bite} or []{move:pluck} to eat a target's Berry."
128,5,Augmente l'Attaque de deux niveaux lorsque n'importe quelle statistique est diminuée.,"Lorsque l'une des statistiques de ce Pokémon est réduite, son Attaque augmente de deux niveaux.

Si plusieurs statistiques sont réduites en même temps, cette capacité s'applique pour chaque statistique réduite."
128,6,Erhöht den []{mechanic:attack} um 2 [Stufen]{mechanic:stat-modifier} wenn ein Statuswert gesenkt wird.,"Wenn ein Statuswert eines Pokémon mit dieser Fähigkeit [gesenkt]{mechanic:stat-modifier} wird, wird sein []{mechanic:attack} um 2 [Stufen]{mechanic:stat-modifier} erhöht.

Wenn mehrere Statuswerte [gesenkt]{mechanic:stat-modifier} löst die Fähigkeit für jeden Statuswert aus."
128,9,Raises [Attack]{mechanic:attack} two [stages]{mechanic:stat-modifier} upon having any stat lowered.,"When any of this Pokémon's stats are [lowered]{mechanic:stat-modifier}, its [Attack]{mechanic:attack} rises by two stages.

If multiple stats are lowered at once, this ability takes effect with each stat lowered."
129,5,Divise par deux l'Attaque et l'Attaque Spéciale lorsque les PV sont à 50% ou moins.,L'Attaque et l'Attaque Spéciale de ce Pokémon sont réduites de moitié lorsqu'il possède la moitié de ses PV ou moins.
129,6,Halbiert []{mechanic:attack} und []{mechanic:special-attack} wenn nur 50% oder weniger der max []{mechanic:hp} übrig sind.,"Der []{mechanic:attack} und die []{mechanic:special-attack} eines Pokémon mit dieser Fähigkeit werden halbiert, wenn es nur noch 50% oder weniger seiner maximalen []{mechanic:hp} hat."
129,9,Halves [Attack]{mechanic:attack} and [Special Attack]{mechanic:special-attack} at 50% max [HP]{mechanic:hp} or less.,This Pokémon's [Attack]{mechanic:attack} and [Special Attack]{mechanic:special-attack} are halved when it has half its [HP]{mechanic:hp} or less.
130,5,A 30 % de chances de désactiver toute attaque qui touche le Pokémon.,Les capacités touchant ce Pokémon ont 30% de chance d'être Désactivées par la suite.
